Period,Power,Irradiance,Ambient temperature,PV Temperature
01/01/2023 00:00,0,0,0,0
01/01/2023 00:30,0,0,0,0
01/01/2023 01:00,0,0.3,6,0
01/01/2023 01:30,0,0,6.1,0
01/01/2023 02:00,0,0,5.4,0
01/01/2023 02:30,0,1.2,4.9,0
01/01/2023 03:00,0,0,4.4,0
01/01/2023 03:30,0,1.9,5.5,0
01/01/2023 04:00,0,0,6.2,0
01/01/2023 04:30,0,0,7.3,0
01/01/2023 05:00,0,10,11.9,0
01/01/2023 05:30,0,2,14,0
01/01/2023 06:00,0,0,8.4,0
01/01/2023 06:30,0,0,7.7,0
01/01/2023 07:00,15.642,8,5.9,0
01/01/2023 07:30,106.661,65.7,6.9,0
01/01/2023 08:00,246.909,144.8,8.3,0
01/01/2023 08:30,426.277,218.7,15.1,0
01/01/2023 09:00,637.289,299.2,17,0
01/01/2023 09:30,702.234,357.6,17.7,0
01/01/2023 10:00,702.208,409.8,18.1,0
01/01/2023 10:30,793.635,467.7,18.3,0
01/01/2023 11:00,779.189,502.6,18.5,0
01/01/2023 11:30,935.52,512.1,18.6,0
01/01/2023 12:00,1030.926,478.3,18.6,0
01/01/2023 12:30,911.491,463.9,18.4,0
01/01/2023 13:00,1016.255,467.6,18.5,0
01/01/2023 13:30,469.417,208,18.3,0
01/01/2023 14:00,686.307,300.8,17.9,0
01/01/2023 14:30,642.92,284,18.4,0
01/01/2023 15:00,318.624,146.2,18,0
01/01/2023 15:30,181.547,86.6,17.6,0
01/01/2023 16:00,116.635,54.9,17.3,0
01/01/2023 16:30,21.985,10.5,16.7,0
01/01/2023 17:00,0.026,0,16.7,0
01/01/2023 17:30,0.026,0,16.5,0
01/01/2023 18:00,0.026,0,16.5,0
01/01/2023 18:30,0.026,0,16.6,0
01/01/2023 19:00,0.026,0,16.6,0
01/01/2023 19:30,0.026,0,16.6,0
01/01/2023 20:00,0.026,0,16.7,0
01/01/2023 20:30,0.026,0,16.4,0
01/01/2023 21:00,0.026,0,16.5,0
01/01/2023 21:30,0.026,0,15.8,0
01/01/2023 22:00,0.026,0,15.8,0
01/01/2023 22:30,0.026,0,15.5,0
01/01/2023 23:00,0.026,0,15.7,0
01/01/2023 23:30,0.026,0,15.3,0
02/01/2023 00:00,0,0,14.6,0
02/01/2023 00:30,0,0,14.4,0
02/01/2023 01:00,0,0,13.9,0
02/01/2023 01:30,0,0,10.4,0
02/01/2023 02:00,0,0,8.6,0
02/01/2023 02:30,0,0.2,8.4,0
02/01/2023 03:00,0,0.4,9,0
02/01/2023 03:30,0,5.2,14.4,0
02/01/2023 04:00,0,0,13.1,0
02/01/2023 04:30,0,5,15.1,0
02/01/2023 05:00,0,0,15.3,0
02/01/2023 05:30,0,0,16,0
02/01/2023 06:00,0,0,15.9,0
02/01/2023 06:30,0,0,15.5,0
02/01/2023 07:00,23.159,12.5,15.6,0
02/01/2023 07:30,121.089,85.3,16,0
02/01/2023 08:00,204.764,123.2,16.6,0
02/01/2023 08:30,457.75,233.9,16.7,0
02/01/2023 09:00,476.796,215.4,17.3,0
02/01/2023 09:30,344.356,143.7,17.4,0
02/01/2023 10:00,894.402,395.1,18.5,0
02/01/2023 10:30,1055.59,449.9,18.7,0
02/01/2023 11:00,728.525,309.8,18.7,0
02/01/2023 11:30,990.939,589.7,19.1,0
02/01/2023 12:00,990.93,551.2,19.1,0
02/01/2023 12:30,971.693,536.1,19,0
02/01/2023 13:00,305.973,131.3,18.2,0
02/01/2023 13:30,762.477,441.6,18.6,0
02/01/2023 14:00,744.803,322.5,18.6,0
02/01/2023 14:30,959.838,418.3,19.1,0
02/01/2023 15:00,513.057,228.4,18.3,0
02/01/2023 15:30,223.607,111,18,0
02/01/2023 16:00,152.095,91.6,17.4,0
02/01/2023 16:30,35.662,14.5,16.1,0
02/01/2023 17:00,0.322,0,14.8,0
02/01/2023 17:30,0.322,2.4,14.9,0
02/01/2023 18:00,0.322,0,15,0
02/01/2023 18:30,0.322,0,14.3,0
02/01/2023 19:00,0.322,0,12.9,0
02/01/2023 19:30,0.322,0,11.2,0
02/01/2023 20:00,0.322,2.3,11.7,0
02/01/2023 20:30,0.322,0,8.5,0
02/01/2023 21:00,0.322,0,8.7,0
02/01/2023 21:30,0.322,1.3,8.8,0
02/01/2023 22:00,0.322,0.1,7.7,0
02/01/2023 22:30,0.322,0,6.7,0
02/01/2023 23:00,0.322,0.8,7.6,0
02/01/2023 23:30,0.322,0,6.8,0
03/01/2023 00:00,0,0,6.6,0
03/01/2023 00:30,0,0,7,0
03/01/2023 01:00,0,0,6.9,0
03/01/2023 01:30,0,0,7.2,0
03/01/2023 02:00,0,0.3,7.9,0
03/01/2023 02:30,0,0,8.7,0
03/01/2023 03:00,0,0,7.3,0
03/01/2023 03:30,0,0,7.8,0
03/01/2023 04:00,0,15.2,13.3,0
03/01/2023 04:30,0,1.2,14.8,0
03/01/2023 05:00,0,0,15,0
03/01/2023 05:30,0,0,15,0
03/01/2023 06:00,0,0.1,15.2,0
03/01/2023 06:30,0,0,14.6,0
03/01/2023 07:00,17.662,1.8,10.9,0
03/01/2023 07:30,94.692,66.9,11,0
03/01/2023 08:00,234.485,157.2,16.2,0
03/01/2023 08:30,454.357,234.5,17.2,0
03/01/2023 09:00,674.067,309.9,17.7,0
03/01/2023 09:30,848.691,378.5,18.2,0
03/01/2023 10:00,1085.22,473.6,18.6,0
03/01/2023 10:30,1123.586,488.8,18.5,0
03/01/2023 11:00,1267.953,548.5,18.7,0
03/01/2023 11:30,690.507,286.1,18.2,0
03/01/2023 12:00,432.508,194.5,18.6,0
03/01/2023 12:30,1181.587,514.5,18.9,0
03/01/2023 13:00,1089.382,472.1,19.1,0
03/01/2023 13:30,988.245,429.7,18.9,0
03/01/2023 14:00,854.228,374.9,18.7,0
03/01/2023 14:30,691.641,310.1,18.8,0
03/01/2023 15:00,481.619,228.8,18.5,0
03/01/2023 15:30,272.57,150.5,18.1,0
03/01/2023 16:00,125.868,74.7,17.7,0
03/01/2023 16:30,35.027,15.7,16.8,0
03/01/2023 17:00,0.491,0,16.3,0
03/01/2023 17:30,0.491,0,15,0
03/01/2023 18:00,0.491,0,14.6,0
03/01/2023 18:30,0.491,0,12.7,0
03/01/2023 19:00,0.491,0,11.1,0
03/01/2023 19:30,0.491,0,10.2,0
03/01/2023 20:00,0.491,0.2,9.9,0
03/01/2023 20:30,0.491,0,9.2,0
03/01/2023 21:00,0.491,0.2,8.9,0
03/01/2023 21:30,0.491,2,9.6,0
03/01/2023 22:00,0.491,0,8.3,0
03/01/2023 22:30,0.491,0,8.2,0
03/01/2023 23:00,0.491,0,8.6,0
03/01/2023 23:30,0.491,0,7.5,0
04/01/2023 00:00,0,3.2,7.1,0
04/01/2023 00:30,0,1.3,7.8,0
04/01/2023 01:00,0,0,7.3,0
04/01/2023 01:30,0,0.5,6.6,0
04/01/2023 02:00,0,1.2,6.7,0
04/01/2023 02:30,0,0.6,6.5,0
04/01/2023 03:00,0,1.4,7.3,0
04/01/2023 03:30,0,1.9,8,0
04/01/2023 04:00,0,3.5,7.8,0
04/01/2023 04:30,0,0.2,7.7,0
04/01/2023 05:00,0,0,7,0
04/01/2023 05:30,0,0.5,6.8,0
04/01/2023 06:00,0,0,6.2,0
04/01/2023 06:30,0,0,6,0
04/01/2023 07:00,13.018,7.2,5.6,0
04/01/2023 07:30,102.182,64.3,5.8,0
04/01/2023 08:00,234.472,139.9,7.2,0
04/01/2023 08:30,446.798,223.4,9.2,0
04/01/2023 09:00,665.984,302,11.4,0
04/01/2023 09:30,835.973,370.3,14,0
04/01/2023 10:00,988.784,433.1,16,0
04/01/2023 10:30,1088.068,473.2,17.9,0
04/01/2023 11:00,1166.126,504.8,18.4,0
04/01/2023 11:30,1205.357,521.1,18.6,0
04/01/2023 12:00,1186.246,513.1,19.3,0
04/01/2023 12:30,1146.979,497.1,19.1,0
04/01/2023 13:00,1108.441,483.2,19.8,0
04/01/2023 13:30,1015.793,444.3,19.8,0
04/01/2023 14:00,864.341,379.8,19.5,0
04/01/2023 14:30,711.84,318.1,19.5,0
04/01/2023 15:00,510.928,242.2,19,0
04/01/2023 15:30,292.388,163.8,18.6,0
04/01/2023 16:00,130.363,81.2,17.9,0
04/01/2023 16:30,40.156,18.3,16.8,0
04/01/2023 17:00,0.73,0,13.5,0
04/01/2023 17:30,0.73,0,11.2,0
04/01/2023 18:00,0.73,0,9.7,0
04/01/2023 18:30,0.73,0,9.2,0
04/01/2023 19:00,0.73,2.9,9.9,0
04/01/2023 19:30,0.73,4,10.4,0
04/01/2023 20:00,0.73,0,9.6,0
04/01/2023 20:30,0.73,0,8.6,0
04/01/2023 21:00,0.73,1.7,9.7,0
04/01/2023 21:30,0.73,2.8,9.8,0
04/01/2023 22:00,0.73,2.9,10.4,0
04/01/2023 22:30,0.73,0,10.1,0
04/01/2023 23:00,0.73,0,10.6,0
04/01/2023 23:30,0.73,0,11.2,0
05/01/2023 00:00,0.73,0,11.1,0
05/01/2023 00:30,0.73,0,9.9,0
05/01/2023 01:00,0.73,0.1,10.4,0
05/01/2023 01:30,0.73,0,9.8,0
05/01/2023 02:00,0.73,0.7,10.2,0
05/01/2023 02:30,0.73,1.4,10.9,0
05/01/2023 03:00,0.73,0,9.7,0
05/01/2023 03:30,0.73,0,9.4,0
05/01/2023 04:00,0.73,0,5.6,0
05/01/2023 04:30,0.73,0,6.1,0
05/01/2023 05:00,0.73,0,5.6,0
05/01/2023 05:30,0.73,1.7,6.6,0
05/01/2023 06:00,0.73,1.9,8.1,0
05/01/2023 06:30,0,1,7.5,0
05/01/2023 07:00,19.185,9.4,7.3,0
05/01/2023 07:30,95.155,83.8,8.3,0
05/01/2023 08:00,245.816,156.2,10.7,0
05/01/2023 08:30,471.554,235.8,13,0
05/01/2023 09:00,710.659,321.1,13.9,0
05/01/2023 09:30,858.337,373.7,15.1,0
05/01/2023 10:00,1006.949,440.6,16.6,0
05/01/2023 10:30,1109.662,483.1,18.2,0
05/01/2023 11:00,1172.738,505.9,18.5,0
05/01/2023 11:30,1234.136,534,18.5,0
05/01/2023 12:00,1264.857,554.7,18.2,0
05/01/2023 12:30,1324.263,573.1,19.2,0
05/01/2023 13:00,1132.889,491.5,19,0
05/01/2023 13:30,1029.255,449.9,19.1,0
05/01/2023 14:00,878.891,383.7,18.5,0
05/01/2023 14:30,706.355,314.4,18.2,0
05/01/2023 15:00,496.064,233.4,17.7,0
05/01/2023 15:30,286.646,155.4,17.8,0
05/01/2023 16:00,130.144,74.2,17.3,0
05/01/2023 16:30,33.028,12.3,16.1,0
05/01/2023 17:00,0.378,0,14.5,0
05/01/2023 17:30,0.378,0,13.6,0
05/01/2023 18:00,0.378,0.1,13.3,0
05/01/2023 18:30,0.378,0,13.1,0
05/01/2023 19:00,0.378,0,13.1,0
05/01/2023 19:30,0.378,0,13,0
05/01/2023 20:00,0.378,0,12.6,0
05/01/2023 20:30,0.378,0,11.2,0
05/01/2023 21:00,0.378,0,8.8,0
05/01/2023 21:30,0.378,0,9.4,0
05/01/2023 22:00,0.378,0,7.9,0
05/01/2023 22:30,0.378,0,7.5,0
05/01/2023 23:00,0.378,0,6.6,0
05/01/2023 23:30,0.378,1.5,6.7,0
06/01/2023 00:00,0,0,5.7,0
06/01/2023 00:30,0,0,5.9,0
06/01/2023 01:00,0,1.2,5.7,0
06/01/2023 01:30,0,2.7,7,0
06/01/2023 02:00,0,0,5.6,0
06/01/2023 02:30,0,1.1,6.7,0
06/01/2023 03:00,0,0,5.1,0
06/01/2023 03:30,0,0.5,5.1,0
06/01/2023 04:00,0,0,4.7,0
06/01/2023 04:30,0,0,4.7,0
06/01/2023 05:00,0,0,5.1,0
06/01/2023 05:30,0,0,4.8,0
06/01/2023 06:00,0,0,4.1,0
06/01/2023 06:30,0,0.3,4.7,0
06/01/2023 07:00,15.991,10.6,4.3,0
06/01/2023 07:30,91.458,60.9,5,0
06/01/2023 08:00,237.022,112.5,7.6,0
06/01/2023 08:30,442.438,208.9,10.4,0
06/01/2023 09:00,674.274,297.4,11.7,0
06/01/2023 09:30,828.442,358.4,12.7,0
06/01/2023 10:00,989.932,431.9,14.7,0
06/01/2023 10:30,1077.239,474.1,17.2,0
06/01/2023 11:00,1151.892,503.5,18.5,0
06/01/2023 11:30,1363.693,593.8,19.4,0
06/01/2023 12:00,385.176,159,18.2,0
06/01/2023 12:30,559.246,231.3,20.2,0
06/01/2023 13:00,978.849,514.1,19.7,0
06/01/2023 13:30,772.013,457,19.9,0
06/01/2023 14:00,541.119,439.7,20.1,0
06/01/2023 14:30,331.917,408.7,20.1,0
06/01/2023 15:00,581.878,263.3,18.8,0
06/01/2023 15:30,301.311,157.3,18.2,0
06/01/2023 16:00,148.758,79.2,17.7,0
06/01/2023 16:30,38.035,14.7,16.4,0
06/01/2023 17:00,0.73,0,15.4,0
06/01/2023 17:30,0.73,0,13.5,0
06/01/2023 18:00,0.73,0.7,14.9,0
06/01/2023 18:30,0.73,0.1,13.4,0
06/01/2023 19:00,0.73,1,13.3,0
06/01/2023 19:30,0.73,0,12.9,0
06/01/2023 20:00,0.73,0,11.8,0
06/01/2023 20:30,0.73,0,12.6,0
06/01/2023 21:00,0.73,1.2,12.7,0
06/01/2023 21:30,0.73,1,11.7,0
06/01/2023 22:00,0.73,0,12.2,0
06/01/2023 22:30,0.73,0,11.2,0
06/01/2023 23:00,0.73,2,13.5,0
06/01/2023 23:30,0.73,0.6,14.3,0
07/01/2023 00:00,0,0,13.9,0
07/01/2023 00:30,0,0,14.2,0
07/01/2023 01:00,0,0,13.7,0
07/01/2023 01:30,0,0,12.4,0
07/01/2023 02:00,0,0,12.7,0
07/01/2023 02:30,0,0,12.2,0
07/01/2023 03:00,0,0,12,0
07/01/2023 03:30,0,0,10.8,0
07/01/2023 04:00,0,0.9,10.9,0
07/01/2023 04:30,0,0,9.9,0
07/01/2023 05:00,0,0,9.4,0
07/01/2023 05:30,0,0.7,9,0
07/01/2023 06:00,0,0,9.8,0
07/01/2023 06:30,0,0,9.9,0
07/01/2023 07:00,19.556,9.6,10.3,0
07/01/2023 07:30,101.836,70.9,7.6,0
07/01/2023 08:00,239.351,144.3,8.9,0
07/01/2023 08:30,293.095,151.6,12.3,0
07/01/2023 09:00,682.807,307.8,14.1,0
07/01/2023 09:30,840.657,372.9,15.6,0
07/01/2023 10:00,991.12,434.3,17.5,0
07/01/2023 10:30,1104.009,479.5,17.6,0
07/01/2023 11:00,1180.927,512,17.8,0
07/01/2023 11:30,1232.315,531.1,18.1,0
07/01/2023 12:00,1225.388,508.9,18.5,0
07/01/2023 12:30,1261.628,466.9,18,0
07/01/2023 13:00,1172.378,464.4,17.9,0
07/01/2023 13:30,1051.36,451.4,18.1,0
07/01/2023 14:00,1035.762,443.8,17.7,0
07/01/2023 14:30,409.056,173.1,17.8,0
07/01/2023 15:00,186.908,76.8,16.8,0
07/01/2023 15:30,287.611,156.5,16.5,0
07/01/2023 16:00,116.061,69,15.6,0
07/01/2023 16:30,31.732,12.1,14.8,0
07/01/2023 17:00,1.119,0,13.6,0
07/01/2023 17:30,1.119,0,13,0
07/01/2023 18:00,1.119,0,10.8,0
07/01/2023 18:30,1.119,1,10.1,0
07/01/2023 19:00,1.119,4.2,10.6,0
07/01/2023 19:30,1.119,0.9,9.5,0
07/01/2023 20:00,1.119,0,8.4,0
07/01/2023 20:30,1.119,0,7.6,0
07/01/2023 21:00,1.119,0,6.3,0
07/01/2023 21:30,1.119,1.3,7.5,0
07/01/2023 22:00,1.119,0,6.9,0
07/01/2023 22:30,1.119,0,6.5,0
07/01/2023 23:00,1.119,2.4,7.3,0
07/01/2023 23:30,1.119,0,6.7,0
08/01/2023 00:00,0,0.1,5.9,0
08/01/2023 00:30,0,0,6,0
08/01/2023 01:00,0,1.1,7.7,0
08/01/2023 01:30,0,0,9.2,0
08/01/2023 02:00,0,0,9.4,0
08/01/2023 02:30,0,0,9.4,0
08/01/2023 03:00,0,0,8.6,0
08/01/2023 03:30,0,0,8.9,0
08/01/2023 04:00,0,0,8,0
08/01/2023 04:30,0,0,7.3,0
08/01/2023 05:00,0,0,7.3,0
08/01/2023 05:30,0,0,6.9,0
08/01/2023 06:00,0,0.8,6.9,0
08/01/2023 06:30,0,0,6.4,0
08/01/2023 07:00,11.356,6.8,6.2,0
08/01/2023 07:30,55.07,26.3,5.8,0
08/01/2023 08:00,230.648,161,5.9,0
08/01/2023 08:30,464.55,247.8,8.7,0
08/01/2023 09:00,688.2,308.7,10.3,0
08/01/2023 09:30,860.374,382.4,14,0
08/01/2023 10:00,1001.762,438.3,16.5,0
08/01/2023 10:30,961.935,487.8,17.6,0
08/01/2023 11:00,928.32,547.5,17.7,0
08/01/2023 11:30,868.198,529.4,17.8,0
08/01/2023 12:00,868.196,532.4,18.2,0
08/01/2023 12:30,243.617,104.1,17.4,0
08/01/2023 13:00,947.112,484.7,18.3,0
08/01/2023 13:30,1020.729,443.5,18.4,0
08/01/2023 14:00,839.193,380.5,17.9,0
08/01/2023 14:30,670.59,314.2,17.3,0
08/01/2023 15:00,516.827,241.3,17.7,0
08/01/2023 15:30,300.077,161,17.2,0
08/01/2023 16:00,147.245,87.3,16.7,0
08/01/2023 16:30,26.062,9.7,15.3,0
08/01/2023 17:00,0.348,0,13.8,0
08/01/2023 17:30,0.348,0,13.1,0
08/01/2023 18:00,0.348,0,12.7,0
08/01/2023 18:30,0.348,0,12.2,0
08/01/2023 19:00,0.348,0,11.7,0
08/01/2023 19:30,0.348,0,10.3,0
08/01/2023 20:00,0.348,0,9.7,0
08/01/2023 20:30,0.348,0,7.9,0
08/01/2023 21:00,0.348,0,7.4,0
08/01/2023 21:30,0.348,0.2,7.1,0
08/01/2023 22:00,0.348,0.3,6.9,0
08/01/2023 22:30,0.348,0.1,6.6,0
08/01/2023 23:00,0.348,0,7.1,0
08/01/2023 23:30,0.348,0,5.9,0
09/01/2023 00:00,0,0,6,0
09/01/2023 00:30,0,0.8,5.6,0
09/01/2023 01:00,0,0,5.2,0
09/01/2023 01:30,0,0.5,5.5,0
09/01/2023 02:00,0,0,5.8,0
09/01/2023 02:30,0,0,4.9,0
09/01/2023 03:00,0,0.7,5,0
09/01/2023 03:30,0,0,5.8,0
09/01/2023 04:00,0,0.7,6.8,0
09/01/2023 04:30,0,0,6.6,0
09/01/2023 05:00,0,0,6.4,0
09/01/2023 05:30,0,0,5.8,0
09/01/2023 06:00,0,0,6.1,0
09/01/2023 06:30,0,0,5.7,0
09/01/2023 07:00,10.412,6.7,6.1,0
09/01/2023 07:30,93.978,50.5,13.5,0
09/01/2023 08:00,265.675,154.1,14.4,0
09/01/2023 08:30,141.495,66.8,14,0
09/01/2023 09:00,672.008,306.2,15.3,0
09/01/2023 09:30,850.152,378.1,15.6,0
09/01/2023 10:00,1049.067,459,16.2,0
09/01/2023 10:30,810.361,487.3,16.4,0
09/01/2023 11:00,1308.056,559.1,16.6,0
09/01/2023 11:30,829.959,605.7,16.3,0
09/01/2023 12:00,1612.639,681.6,16.9,0
09/01/2023 12:30,477.025,181.8,16.2,0
09/01/2023 13:00,1211.854,527,16.6,0
09/01/2023 13:30,1015.043,465.8,16.8,0
09/01/2023 14:00,905.098,395,16.4,0
09/01/2023 14:30,729.254,324.9,16.4,0
09/01/2023 15:00,527.015,246,16.1,0
09/01/2023 15:30,314.935,169.6,15.8,0
09/01/2023 16:00,147.716,88.3,15.4,0
09/01/2023 16:30,48,22.5,14.5,0
09/01/2023 17:00,1.712,0,13.3,0
09/01/2023 17:30,1.712,0,12.4,0
09/01/2023 18:00,1.712,0,11.9,0
09/01/2023 18:30,1.712,0,11.2,0
09/01/2023 19:00,1.712,0,9.4,0
09/01/2023 19:30,1.712,0,7.5,0
09/01/2023 20:00,1.712,0,7,0
09/01/2023 20:30,1.712,0,6.6,0
09/01/2023 21:00,1.712,0,5.5,0
09/01/2023 21:30,1.712,0,4.5,0
09/01/2023 22:00,1.712,0,4.8,0
09/01/2023 22:30,1.712,0,4.8,0
09/01/2023 23:00,1.712,1.3,4.3,0
09/01/2023 23:30,1.712,0,3.6,0
10/01/2023 00:00,0,0,3.7,0
10/01/2023 00:30,0,0.5,3.7,0
10/01/2023 01:00,0,0,3.5,0
10/01/2023 01:30,0,1.6,4.4,0
10/01/2023 02:00,0,1.1,3.6,0
10/01/2023 02:30,0,0,2.4,0
10/01/2023 03:00,0,0,2.1,0
10/01/2023 03:30,0,0.6,2.6,0
10/01/2023 04:00,0,0,2.4,0
10/01/2023 04:30,0,0,2.1,0
10/01/2023 05:00,0,0,2,0
10/01/2023 05:30,0,0,1.9,0
10/01/2023 06:00,0,3.6,2.7,0
10/01/2023 06:30,0,0,2.6,0
10/01/2023 07:00,20.875,11.8,2.3,0
10/01/2023 07:30,103.739,74,3.2,0
10/01/2023 08:00,256.375,177.2,4.7,0
10/01/2023 08:30,488.258,253,6.7,0
10/01/2023 09:00,726.948,319.3,9.2,0
10/01/2023 09:30,902.691,393.5,11.7,0
10/01/2023 10:00,1039.032,453.2,13.8,0
10/01/2023 10:30,1142.428,498.4,15.6,0
10/01/2023 11:00,1221.089,529.5,16.6,0
10/01/2023 11:30,1248.023,536.6,16.7,0
10/01/2023 12:00,1258.365,541.2,17,0
10/01/2023 12:30,1208.458,522.8,17.6,0
10/01/2023 13:00,1158.901,499.9,17.6,0
10/01/2023 13:30,1037.214,448.9,17,0
10/01/2023 14:00,464.12,126.1,16.5,0
10/01/2023 14:30,484.442,267.7,16.6,0
10/01/2023 15:00,541.11,250.8,16.5,0
10/01/2023 15:30,322.288,173.4,16.4,0
10/01/2023 16:00,154.526,94.5,15.8,0
10/01/2023 16:30,50.272,24.2,14.8,0
10/01/2023 17:00,1.967,0,13.7,0
10/01/2023 17:30,0,0,11.2,0
10/01/2023 18:00,0,0,8.9,0
10/01/2023 18:30,0,0,7.6,0
10/01/2023 19:00,0,0.6,8.4,0
10/01/2023 19:30,0,0,5.7,0
10/01/2023 20:00,0,0,7,0
10/01/2023 20:30,0,0.2,6.7,0
10/01/2023 21:00,0,0,5.4,0
10/01/2023 21:30,0,0,5.5,0
10/01/2023 22:00,0,0,4.6,0
10/01/2023 22:30,0,2.8,6.1,0
10/01/2023 23:00,0,0.7,4.8,0
10/01/2023 23:30,0,0,3.8,0
11/01/2023 00:00,0,1.5,4.7,0
11/01/2023 00:30,0,1.1,5.2,0
11/01/2023 01:00,0,0,3.7,0
11/01/2023 01:30,0,0,4.3,0
11/01/2023 02:00,0,0,4.9,0
11/01/2023 02:30,0,0.9,4.9,0
11/01/2023 03:00,0,1.4,6.6,0
11/01/2023 03:30,0,0,6.9,0
11/01/2023 04:00,0,0,6.4,0
11/01/2023 04:30,0,0,6.8,0
11/01/2023 05:00,0,0,6.4,0
11/01/2023 05:30,0,0,6.1,0
11/01/2023 06:00,0,0.6,5.8,0
11/01/2023 06:30,0,1.6,7.4,0
11/01/2023 07:00,9.072,4.2,7.8,0
11/01/2023 07:30,86.89,44.7,12,0
11/01/2023 08:00,159.231,78.1,15.2,0
11/01/2023 08:30,434.132,180.2,15.6,0
11/01/2023 09:00,372.857,270,17.3,0
11/01/2023 09:30,1102.257,490.4,17.3,0
11/01/2023 10:00,715.8,305.4,17.7,0
11/01/2023 10:30,792.668,330.4,18.1,0
11/01/2023 11:00,754.912,316.6,18.3,0
11/01/2023 11:30,1435.416,588.5,18.7,0
11/01/2023 12:00,1102.709,491.1,18.5,0
11/01/2023 12:30,1327.429,588.1,18.6,0
11/01/2023 13:00,955.397,408.7,18.3,0
11/01/2023 13:30,526.339,213.3,17.9,0
11/01/2023 14:00,514.238,211.4,18.1,0
11/01/2023 14:30,421.458,174.4,18,0
11/01/2023 15:00,228.612,93.9,17.8,0
11/01/2023 15:30,158.523,64.7,17.4,0
11/01/2023 16:00,59.733,25.5,17,0
11/01/2023 16:30,30.911,13.3,16.7,0
11/01/2023 17:00,0,0,16.7,0
11/01/2023 17:30,0,0,16.5,0
11/01/2023 18:00,0,0,16.4,0
11/01/2023 18:30,0,0,16.6,0
11/01/2023 19:00,0,0,16.4,0
11/01/2023 19:30,0,0,16.1,0
11/01/2023 20:00,0,0,15.9,0
11/01/2023 20:30,0,0,15.5,0
11/01/2023 21:00,0,0,15.2,0
11/01/2023 21:30,0,0,13.7,0
11/01/2023 22:00,0,4.4,14.4,0
11/01/2023 22:30,0,0,14.7,0
11/01/2023 23:00,0,0,14.5,0
11/01/2023 23:30,0,0,14.9,0
12/01/2023 00:00,0,0,14.7,0
12/01/2023 00:30,0,0,14.8,0
12/01/2023 01:00,0,0,14.6,0
12/01/2023 01:30,0,0,14.5,0
12/01/2023 02:00,0,0,14.5,0
12/01/2023 02:30,0,0,14.5,0
12/01/2023 03:00,0,0,14.5,0
12/01/2023 03:30,0,0,14.3,0
12/01/2023 04:00,0,0,14.6,0
12/01/2023 04:30,0,0,14.5,0
12/01/2023 05:00,0,0.4,14.8,0
12/01/2023 05:30,0,0,14.7,0
12/01/2023 06:00,0,0,14.4,0
12/01/2023 06:30,0,0,14.6,0
12/01/2023 07:00,0.888,1.2,14.6,0
12/01/2023 07:30,51.105,22.1,15,0
12/01/2023 08:00,126.579,52.7,15.1,0
12/01/2023 08:30,203.786,84.7,15.3,0
12/01/2023 09:00,236.253,99.7,15.4,0
12/01/2023 09:30,308.833,149.9,15.5,0
12/01/2023 10:00,350.509,160.3,15.6,0
12/01/2023 10:30,442.876,189.7,15.6,0
12/01/2023 11:00,688.525,274.2,16.2,0
12/01/2023 11:30,678.372,280.1,16.7,0
12/01/2023 12:00,478.041,200.3,16.5,0
12/01/2023 12:30,103.973,38.8,14.8,0
12/01/2023 13:00,802.488,337,16.1,0
12/01/2023 13:30,696.057,291.2,16,0
12/01/2023 14:00,76.081,27.9,15.1,0
12/01/2023 14:30,312.973,139.6,13.8,0
12/01/2023 15:00,270.844,111.5,13.9,0
12/01/2023 15:30,169.747,68.4,13.9,0
12/01/2023 16:00,51.361,21.3,13.8,0
12/01/2023 16:30,25.434,9.6,13,0
12/01/2023 17:00,0.408,0,12.6,0
12/01/2023 17:30,0.408,0,12.6,0
12/01/2023 18:00,0.408,0.4,12.8,0
12/01/2023 18:30,0.408,0,11.9,0
12/01/2023 19:00,0.408,0,12.7,0
12/01/2023 19:30,0.408,0,12.3,0
12/01/2023 20:00,0.408,0,12.1,0
12/01/2023 20:30,0.408,0,11.8,0
12/01/2023 21:00,0.408,0,11.8,0
12/01/2023 21:30,0.408,0,11.5,0
12/01/2023 22:00,0.408,0,11.3,0
12/01/2023 22:30,0.408,0,11.4,0
12/01/2023 23:00,0.408,0,11.3,0
12/01/2023 23:30,0.408,0,11.3,0
13/01/2023 00:00,0.408,0,11.1,0
13/01/2023 00:30,0.408,0,11.8,0
13/01/2023 01:00,0.408,0.9,11.9,0
13/01/2023 01:30,0.408,1,12.3,0
13/01/2023 02:00,0.408,0,12.5,0
13/01/2023 02:30,0.408,0,12.1,0
13/01/2023 03:00,0.408,0,11.9,0
13/01/2023 03:30,0.408,1.2,12.3,0
13/01/2023 04:00,0.408,1.7,12.2,0
13/01/2023 04:30,0.408,2.3,12.5,0
13/01/2023 05:00,0.408,2.6,12,0
13/01/2023 05:30,0.408,0,12.5,0
13/01/2023 06:00,0.408,1.7,12.6,0
13/01/2023 06:30,0,1.6,12.7,0
13/01/2023 07:00,1.403,4.1,12.6,0
13/01/2023 07:30,7.682,4.4,12.6,0
13/01/2023 08:00,90.666,37.9,12.8,0
13/01/2023 08:30,154.169,63.4,12.9,0
13/01/2023 09:00,419.877,173.6,12.8,0
13/01/2023 09:30,444.747,203.3,13,0
13/01/2023 10:00,224.379,106.7,13,0
13/01/2023 10:30,114.969,52.2,13.2,0
