Period,Power,Irradiance,Ambient temperature,PV Temperature
11/07/2023 14:00,2123.227,880.9,31.9,0
11/07/2023 14:30,2115.009,847.3,32.2,0
11/07/2023 15:00,2077.847,800.3,33,0
11/07/2023 15:30,2037.327,742,33,0
11/07/2023 16:00,1979.014,663.4,32.6,0
11/07/2023 16:30,1879.447,581.4,32.8,0
11/07/2023 17:00,1722.413,490,32.7,0
11/07/2023 17:30,1441.16,391.6,32.6,0
11/07/2023 18:00,1034.067,280.3,30.3,0
11/07/2023 18:30,657.448,195.3,30,0
11/07/2023 19:00,307.621,113.2,29.4,0
11/07/2023 19:30,89.611,43.3,28.6,0
11/07/2023 20:00,5.23,1.2,27.7,0
11/07/2023 20:30,0,0,25.7,0
11/07/2023 21:00,0,0,25.7,0
11/07/2023 21:30,0,0,24.6,0
11/07/2023 22:00,0,0,22.6,0
11/07/2023 22:30,0,0.8,23.6,0
11/07/2023 23:00,0,1.3,23.4,0
11/07/2023 23:30,0,1.8,22.8,0
12/07/2023 00:00,0,0,20.8,0
12/07/2023 00:30,0,0.9,21.9,0
12/07/2023 01:00,0,1.3,21.7,0
12/07/2023 01:30,0,0,21.6,0
12/07/2023 02:00,0,3,22,0
12/07/2023 02:30,0,0,21.8,0
12/07/2023 03:00,0,1.5,21.4,0
12/07/2023 03:30,0,0,21,0
12/07/2023 04:00,0,3,21.1,0
12/07/2023 04:30,0,4.5,22,0
12/07/2023 05:00,0,0,21,0
12/07/2023 05:30,0,2.6,20.4,0
12/07/2023 06:00,39.202,33.2,20.2,0
12/07/2023 06:30,183.684,114.2,21.7,0
12/07/2023 07:00,527.668,198.8,23.3,0
12/07/2023 07:30,937.734,292.3,26.3,0
12/07/2023 08:00,1347.963,390.3,28.6,0
12/07/2023 08:30,1734.906,493.6,30.3,0
12/07/2023 09:00,1910.747,593.9,30.9,0
12/07/2023 09:30,2016.402,687.7,31.6,0
12/07/2023 10:00,2082.903,768.7,31.8,0
12/07/2023 10:30,2102.915,833.3,32.9,0
12/07/2023 11:00,2123.306,880,32.7,0
12/07/2023 11:30,2157.573,918.2,33.6,0
12/07/2023 12:00,2167.775,937.2,34.1,0
12/07/2023 12:30,2169.44,948,34.7,0
12/07/2023 13:00,2175.442,942.5,34.4,0
12/07/2023 13:30,2190.363,935.2,34.2,0
12/07/2023 14:00,2186.058,909.4,34.2,0
12/07/2023 14:30,2170.426,877.9,34.5,0
12/07/2023 15:00,2147.598,829.4,34.5,0
12/07/2023 15:30,2088.085,758.6,34.7,0
12/07/2023 16:00,2032.576,681.1,34.8,0
12/07/2023 16:30,1973.404,606.3,34.7,0
12/07/2023 17:00,1855.221,519,34.8,0
12/07/2023 17:30,1581.829,421.9,34.6,0
12/07/2023 18:00,1177.234,316.2,34.1,0
12/07/2023 18:30,749.799,213.2,32.7,0
12/07/2023 19:00,339.446,122.5,31.8,0
12/07/2023 19:30,98.136,51.7,30.4,0
12/07/2023 20:00,7.539,1.3,29.5,0
12/07/2023 20:30,0,0,27.4,0
12/07/2023 21:00,0,0,26.4,0
12/07/2023 21:30,0,0,24.9,0
12/07/2023 22:00,0,3.7,24.8,0
12/07/2023 22:30,0,2.3,25.8,0
12/07/2023 23:00,0,1.5,25.3,0
12/07/2023 23:30,0,1.6,24.9,0
13/07/2023 00:00,0,0,23.5,0
13/07/2023 00:30,0,2.4,23.6,0
13/07/2023 01:00,0,1.6,25.4,0
13/07/2023 01:30,0,0.7,27,0
13/07/2023 02:00,0,0,27,0
13/07/2023 02:30,0,0,26.6,0
13/07/2023 03:00,0,0,26.4,0
13/07/2023 03:30,0,0,25.8,0
13/07/2023 04:00,0,0,25.5,0
13/07/2023 04:30,0,0,24.3,0
13/07/2023 05:00,0,0,23.8,0
13/07/2023 05:30,0,1,23.9,0
13/07/2023 06:00,41.821,33.8,23.9,0
13/07/2023 06:30,178.731,106.9,24.9,0
13/07/2023 07:00,495.704,189.8,26.5,0
13/07/2023 07:30,880.495,284.5,29,0
13/07/2023 08:00,1275.716,379.4,30.9,0
13/07/2023 08:30,1629.637,476.5,32.8,0
13/07/2023 09:00,1805.768,573.6,34.6,0
13/07/2023 09:30,1927.123,662.5,35,0
13/07/2023 10:00,2021.631,746.2,35,0
13/07/2023 10:30,2067.049,817.3,35.5,0
13/07/2023 11:00,2081.223,865.6,35.7,0
13/07/2023 11:30,2085.115,887.7,36.3,0
13/07/2023 12:00,2103.209,914,36.2,0
13/07/2023 12:30,2098.559,921.2,36.9,0
13/07/2023 13:00,2101.965,917.3,36.9,0
13/07/2023 13:30,2099.498,902.3,37.2,0
13/07/2023 14:00,2089.853,873.3,37.2,0
13/07/2023 14:30,2055.288,833,37.5,0
13/07/2023 15:00,2013.132,785.4,37.2,0
13/07/2023 15:30,1959.654,723.9,36.8,0
13/07/2023 16:00,1914.379,645.9,35.6,0
13/07/2023 16:30,1817.266,570.1,34.2,0
13/07/2023 17:00,1725.551,495.3,35,0
13/07/2023 17:30,1445.646,396.4,34.9,0
13/07/2023 18:00,1068.386,297.1,34.3,0
13/07/2023 18:30,705.587,208.4,34.1,0
13/07/2023 19:00,341.47,124.9,33.7,0
13/07/2023 19:30,96.405,48.6,32.9,0
13/07/2023 20:00,9.371,0.5,30.9,0
13/07/2023 20:30,0,0,29.9,0
13/07/2023 21:00,0,0,29.3,0
13/07/2023 21:30,0,0,28.5,0
13/07/2023 22:00,0,0,28.3,0
13/07/2023 22:30,0,1.7,28.6,0
13/07/2023 23:00,0,0.1,27.6,0
13/07/2023 23:30,0,0,26.4,0
14/07/2023 00:00,0,2.3,26.9,0
14/07/2023 00:30,0,0.5,27.3,0
14/07/2023 01:00,0,0.7,27.6,0
14/07/2023 01:30,0,0,27.8,0
14/07/2023 02:00,0,0,28.6,0
14/07/2023 02:30,0,0,29.3,0
14/07/2023 03:00,0,0,29.7,0
14/07/2023 03:30,0,0,29.3,0
14/07/2023 04:00,0,0,28.9,0
14/07/2023 04:30,0,0,29.1,0
14/07/2023 05:00,0,0,29,0
14/07/2023 05:30,0,0.1,29,0
14/07/2023 06:00,40.985,33.5,28,0
14/07/2023 06:30,177.848,106.9,27.7,0
14/07/2023 07:00,495.077,190.7,29,0
14/07/2023 07:30,881.81,283.3,31.3,0
14/07/2023 08:00,1277.968,379.1,32.8,0
14/07/2023 08:30,1634.32,476.1,34.2,0
14/07/2023 09:00,1791.888,571.1,35.3,0
14/07/2023 09:30,1880.957,660,36.8,0
14/07/2023 10:00,1953.578,736.3,37.3,0
14/07/2023 10:30,1976.569,800,38,0
14/07/2023 11:00,1996.882,844.9,38.5,0
14/07/2023 11:30,2029.077,873.8,37.4,0
14/07/2023 12:00,2045.522,898.9,37.2,0
14/07/2023 12:30,2061.715,912.4,37.5,0
14/07/2023 13:00,2091.163,911.9,35.3,0
14/07/2023 13:30,2077.338,900.2,35.3,0
14/07/2023 14:00,2059.478,869.6,36.1,0
14/07/2023 14:30,2065.587,845.2,36.2,0
14/07/2023 15:00,2054.704,801.8,35.7,0
14/07/2023 15:30,2032.983,750.3,35.6,0
14/07/2023 16:00,1985.881,680.3,35.8,0
14/07/2023 16:30,1909.001,600.1,35.7,0
14/07/2023 17:00,1785.522,512.4,36.5,0
14/07/2023 17:30,1521.995,415.2,36,0
14/07/2023 18:00,1144.162,314.7,35.7,0
14/07/2023 18:30,751.134,220.7,35.3,0
14/07/2023 19:00,359.247,132.4,35.1,0
14/07/2023 19:30,92.999,49.9,33.9,0
14/07/2023 20:00,5.906,0,31.4,0
14/07/2023 20:30,0,0,29.2,0
14/07/2023 21:00,0,0,28.2,0
14/07/2023 21:30,0,0,27.6,0
14/07/2023 22:00,0,1.2,27.6,0
14/07/2023 22:30,0,3.9,28.4,0
14/07/2023 23:00,0,1.4,29.2,0
14/07/2023 23:30,0,0.4,29.7,0
15/07/2023 00:00,0,0,28.8,0
15/07/2023 00:30,0,0,28.2,0
15/07/2023 01:00,0,0,27.3,0
15/07/2023 01:30,0,2.7,28.4,0
15/07/2023 02:00,0,1.5,29,0
15/07/2023 02:30,0,0.7,29.2,0
15/07/2023 03:00,0,0,29.7,0
15/07/2023 03:30,0,0,29.6,0
15/07/2023 04:00,0,0,28.2,0
15/07/2023 04:30,0,0,27.2,0
15/07/2023 05:00,0,0,24.8,0
15/07/2023 05:30,0,0.8,23.6,0
15/07/2023 06:00,36.62,31.5,22.2,0
15/07/2023 06:30,175.061,113.3,24,0
15/07/2023 07:00,501.104,193.1,26,0
15/07/2023 07:30,885.257,284,29.1,0
15/07/2023 08:00,1278.354,381.3,31.3,0
15/07/2023 08:30,1627.476,478.7,34,0
15/07/2023 09:00,1787.944,570.2,35,0
15/07/2023 09:30,1889.314,659.2,35.9,0
15/07/2023 10:00,1962.788,742.9,36.5,0
15/07/2023 10:30,1993.691,811.1,38,0
15/07/2023 11:00,2018.957,853.7,38.1,0
15/07/2023 11:30,2063.044,892.2,38.3,0
15/07/2023 12:00,2053.626,908.5,38.2,0
15/07/2023 12:30,2049.72,921.2,39.1,0
15/07/2023 13:00,2051.511,912.1,39.6,0
15/07/2023 13:30,2070.155,902.8,40,0
15/07/2023 14:00,2037.15,872,40.1,0
15/07/2023 14:30,2034.857,839.8,39.6,0
15/07/2023 15:00,2015.322,793.5,39.9,0
15/07/2023 15:30,1966.93,733.1,39.9,0
15/07/2023 16:00,1907.314,660.7,39.9,0
15/07/2023 16:30,1844.713,583.7,38,0
15/07/2023 17:00,1722.776,497.9,37.9,0
15/07/2023 17:30,1449.542,400.6,36.7,0
15/07/2023 18:00,1070.645,300.6,36.3,0
15/07/2023 18:30,666.992,202.1,35.9,0
15/07/2023 19:00,310.527,116.6,35.5,0
15/07/2023 19:30,81.374,38.7,34.7,0
15/07/2023 20:00,4.759,1.3,33.8,0
15/07/2023 20:30,0,0,33.1,0
15/07/2023 21:00,0,0,32.1,0
15/07/2023 21:30,0,0,30.4,0
15/07/2023 22:00,0,0.5,30.4,0
15/07/2023 22:30,0,3.4,32.1,0
15/07/2023 23:00,0,0,32.2,0
15/07/2023 23:30,0,0,32.3,0
16/07/2023 00:00,0,0.9,32,0
16/07/2023 00:30,0,0.3,32.6,0
16/07/2023 01:00,0,0,32.4,0
16/07/2023 01:30,0,0,32.2,0
16/07/2023 02:00,0,0,31.8,0
16/07/2023 02:30,0,0,31.2,0
16/07/2023 03:00,0,0,31,0
16/07/2023 03:30,0,0,29.7,0
16/07/2023 04:00,0,0,27.5,0
16/07/2023 04:30,0,0,27.2,0
16/07/2023 05:00,0,0,26.8,0
16/07/2023 05:30,0,1.5,26.6,0
16/07/2023 06:00,36.824,23.4,26,0
16/07/2023 06:30,161.435,96,26.5,0
16/07/2023 07:00,450.924,183.3,28.2,0
16/07/2023 07:30,826.15,274.5,29.7,0
16/07/2023 08:00,1233.842,372.9,32.3,0
16/07/2023 08:30,1612.052,472.7,34.7,0
16/07/2023 09:00,1814.251,571.5,35.1,0
16/07/2023 09:30,1924.087,659.1,35,0
16/07/2023 10:00,0,737.9,35.4,0
16/07/2023 10:30,0,803.1,35.9,0
16/07/2023 11:00,2062.488,853.9,36,0
16/07/2023 11:30,2073.241,889.5,35.9,0
16/07/2023 12:00,2078.933,909.7,36.5,0
16/07/2023 12:30,2082.644,921.4,36.8,0
16/07/2023 13:00,2090.046,920.8,37.4,0
16/07/2023 13:30,2101.256,907.8,37.5,0
16/07/2023 14:00,2083.288,888.1,38.4,0
16/07/2023 14:30,2073.719,853,37.6,0
16/07/2023 15:00,2060.317,811.1,37.2,0
16/07/2023 15:30,2023.488,751.2,37.4,0
16/07/2023 16:00,1949.619,679.8,38,0
16/07/2023 16:30,1857.018,591.7,37.7,0
16/07/2023 17:00,1754.387,495.9,36.3,0
16/07/2023 17:30,1492.606,407.7,36,0
16/07/2023 18:00,1117.494,305.1,34.4,0
16/07/2023 18:30,719.037,211.9,33.9,0
16/07/2023 19:00,334.97,122.7,32.7,0
16/07/2023 19:30,88.306,47,30.8,0
16/07/2023 20:00,5.257,2.4,30,0
16/07/2023 20:30,0,0,29.2,0
16/07/2023 21:00,0,0,28.7,0
16/07/2023 21:30,0,1.1,28.1,0
16/07/2023 22:00,0,0,27.4,0
16/07/2023 22:30,0,0,26,0
16/07/2023 23:00,0,0.4,26.1,0
16/07/2023 23:30,0,2,27.6,0
17/07/2023 00:00,0,2.2,27.2,0
17/07/2023 00:30,0,1,26.9,0
17/07/2023 01:00,0,1,26.7,0
17/07/2023 01:30,0,6.5,28.6,0
17/07/2023 02:00,0,0,28.9,0
17/07/2023 02:30,0,0,28.9,0
17/07/2023 03:00,0,0,28.6,0
17/07/2023 03:30,0,0,28.3,0
17/07/2023 04:00,0,0,27.8,0
17/07/2023 04:30,0,0,27.5,0
17/07/2023 05:00,0,0,27.2,0
17/07/2023 05:30,0,0,26.8,0
17/07/2023 06:00,32.722,26.1,26.4,0
17/07/2023 06:30,160.204,103,27,0
17/07/2023 07:00,470.994,187.4,28.5,0
17/07/2023 07:30,856.226,279.3,31.2,0
17/07/2023 08:00,885.655,377.4,32.6,0
17/07/2023 08:30,885.655,377.4,32.6,0
17/07/2023 09:00,117.203,377.4,32.6,0
17/07/2023 09:30,1926.085,661.5,34.8,0
17/07/2023 10:00,1988.587,742.5,35.3,0
17/07/2023 10:30,2019.95,807.1,35.8,0
17/07/2023 11:00,2024.683,853.2,36,0
17/07/2023 11:30,2049.267,887.2,36.5,0
17/07/2023 12:00,2045.334,905.2,36.9,0
17/07/2023 12:30,2055.813,915.5,37.5,0
17/07/2023 13:00,2060.145,912.5,37,0
17/07/2023 13:30,2078.282,900.6,36.5,0
17/07/2023 14:00,2080.761,883.6,36.8,0
17/07/2023 14:30,2044.568,845,37.1,0
17/07/2023 15:00,2001.044,798.5,37.7,0
17/07/2023 15:30,2002.68,743,35.9,0
17/07/2023 16:00,1955.276,671,35.6,0
17/07/2023 16:30,1873.096,591.4,35.5,0
17/07/2023 17:00,1755.326,500.8,35.1,0
17/07/2023 17:30,1490.198,409.7,34.2,0
17/07/2023 18:00,1127.962,312.7,33.8,0
17/07/2023 18:30,725.06,217.4,33.3,0
17/07/2023 19:00,344.686,129.6,32.8,0
17/07/2023 19:30,88.513,48.1,31.7,0
17/07/2023 20:00,5.338,0.4,30.6,0
17/07/2023 20:30,0,0,30.1,0
17/07/2023 21:00,0,0,29.4,0
17/07/2023 21:30,0,0,29.1,0
17/07/2023 22:00,0,0,28.2,0
17/07/2023 22:30,0,0,26.4,0
17/07/2023 23:00,0,0.6,25.4,0
17/07/2023 23:30,0,0,24,0
18/07/2023 00:00,0,2.3,23.8,0
18/07/2023 00:30,0,2.1,25.3,0
18/07/2023 01:00,0,1.1,24.1,0
18/07/2023 01:30,0,3.8,25.4,0
18/07/2023 02:00,0,4.7,26.6,0
18/07/2023 02:30,0,0,27.9,0
18/07/2023 03:00,0,0,27.8,0
18/07/2023 03:30,0,0,27.1,0
18/07/2023 04:00,0,0,26.9,0
18/07/2023 04:30,0,0,26.7,0
18/07/2023 05:00,0,0,26.1,0
18/07/2023 05:30,0,0,25.7,0
18/07/2023 06:00,31.886,27.7,25,0
18/07/2023 06:30,162.393,107.7,25.5,0
18/07/2023 07:00,478.22,192.6,27.4,0
18/07/2023 07:30,852.651,280.5,30.3,0
18/07/2023 08:00,1268.494,364.7,31.6,0
18/07/2023 08:30,1629.607,484,33.1,0
18/07/2023 09:00,1819.649,576.5,33.5,0
18/07/2023 09:30,1945.699,675.5,34.5,0
18/07/2023 10:00,2002.996,753.5,34.5,0
18/07/2023 10:30,2036.822,825.2,35.7,0
18/07/2023 11:00,2087.353,884.8,35.9,0
18/07/2023 11:30,2108.838,919.1,35.9,0
18/07/2023 12:00,2112.754,941.3,36.7,0
18/07/2023 12:30,2111.001,945.7,36.3,0
18/07/2023 13:00,2115.973,947.8,36.9,0
18/07/2023 13:30,2119.487,932.3,37.2,0
18/07/2023 14:00,2102.395,903,36.7,0
18/07/2023 14:30,2090.057,865.2,37,0
18/07/2023 15:00,2061.481,820.1,37.1,0
18/07/2023 15:30,2016.73,752.4,36.5,0
18/07/2023 16:00,1980.445,682.8,35.1,0
18/07/2023 16:30,1886.385,595.9,34.5,0
18/07/2023 17:00,1744.9,502.4,34.5,0
18/07/2023 17:30,1466.733,405.7,34.1,0
18/07/2023 18:00,1090.528,301.9,33.1,0
18/07/2023 18:30,695.317,209,33,0
18/07/2023 19:00,326.03,122.4,32.6,0
18/07/2023 19:30,84.397,45.6,31.2,0
18/07/2023 20:00,4.505,0,30.1,0
18/07/2023 20:30,0,0,28.6,0
18/07/2023 21:00,0,0,28.1,0
18/07/2023 21:30,0,0,27.6,0
18/07/2023 22:00,0,0,26.9,0
18/07/2023 22:30,0,0,26.4,0
18/07/2023 23:00,0,0,26.4,0
18/07/2023 23:30,0,1.6,26.3,0
19/07/2023 00:00,0,0.9,25.3,0
19/07/2023 00:30,0,0,23.5,0
19/07/2023 01:00,0,0,22.5,0
19/07/2023 01:30,0,0.9,21.9,0
19/07/2023 02:00,0,0.3,21.9,0
19/07/2023 02:30,0,0,21.4,0
19/07/2023 03:00,0,1.8,21.4,0
19/07/2023 03:30,0,0.4,20.1,0
19/07/2023 04:00,0,3.1,20.2,0
19/07/2023 04:30,0,4.4,20.8,0
19/07/2023 05:00,0,1.1,20.9,0
19/07/2023 05:30,0,0,19.8,0
19/07/2023 06:00,33.64,24.2,19.9,0
19/07/2023 06:30,135.056,76.1,20.1,0
19/07/2023 07:00,304.081,194.5,21.8,0
19/07/2023 07:30,547.147,291.6,26.7,0
19/07/2023 08:00,806.495,384.2,29.2,0
19/07/2023 08:30,1029.134,486.8,30.6,0
19/07/2023 09:00,1232.848,589.6,32,0
19/07/2023 09:30,1414.09,680.7,33.8,0
19/07/2023 10:00,1583.401,756.8,34.9,0
19/07/2023 10:30,1769.735,832,34.4,0
19/07/2023 11:00,1908.481,891.9,35,0
19/07/2023 11:30,1976.915,918,35,0
19/07/2023 12:00,2024.908,925.5,35.8,0
19/07/2023 12:30,2074.801,942.8,35,0
19/07/2023 13:00,2078.119,934.4,35.2,0
19/07/2023 13:30,2040.399,912.2,36.3,0
19/07/2023 14:00,1977.761,894.1,36,0
19/07/2023 14:30,1885.114,851,35.2,0
19/07/2023 15:00,1775.645,801.3,36,0
19/07/2023 15:30,1623.551,729,35.2,0
19/07/2023 16:00,1479.372,659.7,34.4,0
19/07/2023 16:30,1292.903,574.2,34.6,0
19/07/2023 17:00,1100.675,489.8,35.1,0
19/07/2023 17:30,883.866,392.2,34,0
19/07/2023 18:00,648.82,299.1,34.2,0
19/07/2023 18:30,374.919,207.6,33.9,0
19/07/2023 19:00,188.077,120.9,33.5,0
19/07/2023 19:30,64.602,42.9,32.6,0
19/07/2023 20:00,4.198,0,31.1,0
19/07/2023 20:30,0,0,29.2,0
19/07/2023 21:00,0,0,28.3,0
19/07/2023 21:30,0,0.3,28.1,0
19/07/2023 22:00,0,0,27.4,0
19/07/2023 22:30,0,0,26.4,0
19/07/2023 23:00,0,1,26.3,0
19/07/2023 23:30,0,0.4,26.6,0
20/07/2023 00:00,0,0,24.5,0
20/07/2023 00:30,0,0,23.3,0
20/07/2023 01:00,0,4.1,23.9,0
20/07/2023 01:30,0,0.9,22.5,0
20/07/2023 02:00,0,1.8,22.4,0
20/07/2023 02:30,0,3.6,23.5,0
20/07/2023 03:00,0,0,21.2,0
20/07/2023 03:30,0,1.7,21.8,0
20/07/2023 04:00,0,3.8,21.2,0
20/07/2023 04:30,0,0,22.5,0
20/07/2023 05:00,0,0,20.9,0
20/07/2023 05:30,0,2.8,21,0
20/07/2023 06:00,29.636,27.6,19.7,0
20/07/2023 06:30,124.732,105.7,20.7,0
20/07/2023 07:00,272.165,190.9,24.3,0
20/07/2023 07:30,508.802,280.2,26.7,0
20/07/2023 08:00,788.257,382.7,29.2,0
20/07/2023 08:30,1016.852,487.9,31.5,0
20/07/2023 09:00,1224.691,586.1,32.7,0
20/07/2023 09:30,1400.756,669.9,34.3,0
20/07/2023 10:00,1573.894,753.9,35.9,0
20/07/2023 10:30,1788.541,814.8,35,0
20/07/2023 11:00,1902.452,865.9,34.1,0
20/07/2023 11:30,1984.761,902.3,34.5,0
20/07/2023 12:00,2051.122,921.3,34.5,0
20/07/2023 12:30,2068.842,927.6,33.9,0
20/07/2023 13:00,2061.021,930.6,34.3,0
20/07/2023 13:30,2038.977,923.8,34,0
20/07/2023 14:00,1972.111,901,33.9,0
20/07/2023 14:30,1853.318,855,33.8,0
20/07/2023 15:00,1733.906,809.2,33.8,0
20/07/2023 15:30,1584.84,750.7,34.1,0
20/07/2023 16:00,1413.624,679.2,33.3,0
20/07/2023 16:30,1225.533,590.9,33.1,0
20/07/2023 17:00,1007.762,502,33,0
20/07/2023 17:30,766.918,399.3,32.2,0
20/07/2023 18:00,543.937,304.1,31.5,0
20/07/2023 18:30,309.101,201.9,31,0
20/07/2023 19:00,152.445,113.2,29.7,0
20/07/2023 19:30,57.362,39.4,29.2,0
20/07/2023 20:00,3.52,0.8,28.5,0
20/07/2023 20:30,0,0,28.1,0
20/07/2023 21:00,0,0,27.8,0
20/07/2023 21:30,0,0,27.1,0
20/07/2023 22:00,0,1.3,27.6,0
20/07/2023 22:30,0,0,27.9,0
20/07/2023 23:00,0,0,27.4,0
20/07/2023 23:30,0,0,27.8,0
21/07/2023 00:00,0,0,26.7,0
21/07/2023 00:30,0,0,24.3,0
21/07/2023 01:00,0,0.2,26.1,0
21/07/2023 01:30,0,0,23.6,0
21/07/2023 02:00,0,0,23.1,0
21/07/2023 02:30,0,0.7,23.8,0
21/07/2023 03:00,0,1.3,23.2,0
21/07/2023 03:30,0,0.6,23.2,0
21/07/2023 04:00,0,1.2,22.8,0
21/07/2023 04:30,0,1.1,22.9,0
21/07/2023 05:00,0,1.2,23.2,0
21/07/2023 05:30,0,0,22.1,0
21/07/2023 06:00,32.443,17.7,21.5,0
21/07/2023 06:30,128.644,53.5,21,0
21/07/2023 07:00,381.635,175.6,21.7,0
21/07/2023 07:30,650.843,281.6,23.1,0
21/07/2023 08:00,910.524,383.3,27.5,0
21/07/2023 08:30,1143.084,484.3,29,0
21/07/2023 09:00,1349.776,590.3,30.7,0
21/07/2023 09:30,1555.034,683.9,31.7,0
21/07/2023 10:00,1697.241,757.4,33.5,0
21/07/2023 10:30,1804.354,829.4,35.3,0
21/07/2023 11:00,1876.254,878.5,35.8,0
21/07/2023 11:30,1935.917,891,36.6,0
21/07/2023 12:00,2061.204,935.9,35.6,0
21/07/2023 12:30,2074.982,944,34.7,0
21/07/2023 13:00,2058.972,945.4,34.8,0
21/07/2023 13:30,2022.217,930.2,35,0
21/07/2023 14:00,1946.316,901.2,35.2,0
21/07/2023 14:30,1849.939,862.2,35,0
21/07/2023 15:00,1726.185,815.9,35.4,0
21/07/2023 15:30,1577.911,755.5,35.4,0
21/07/2023 16:00,1411.765,682.3,35.2,0
21/07/2023 16:30,1202.788,584.4,35,0
21/07/2023 17:00,984.686,487.3,34.2,0
21/07/2023 17:30,742.478,396.8,33.1,0
21/07/2023 18:00,522.719,300.8,32.5,0
21/07/2023 18:30,292.101,207.9,31.7,0
21/07/2023 19:00,144.053,113.1,30.9,0
21/07/2023 19:30,55.601,38.6,29.8,0
21/07/2023 20:00,3.095,0,28.9,0
21/07/2023 20:30,0,0,28.3,0
21/07/2023 21:00,0,0,27.9,0
21/07/2023 21:30,0,0,27.6,0
21/07/2023 22:00,0,0,27.5,0
21/07/2023 22:30,0,0,27,0
21/07/2023 23:00,0,0,26.3,0
21/07/2023 23:30,0,0,25.5,0
22/07/2023 00:00,0,3.3,26.8,0
22/07/2023 00:30,0,0.8,26.7,0
22/07/2023 01:00,0,0.5,26.3,0
22/07/2023 01:30,0,2,25.7,0
22/07/2023 02:00,0,0,24.1,0
22/07/2023 02:30,0,0,24,0
22/07/2023 03:00,0,0,22.7,0
22/07/2023 03:30,0,0,22.5,0
22/07/2023 04:00,0,0,21.9,0
22/07/2023 04:30,0,0.9,22.2,0
22/07/2023 05:00,0,0.5,21.7,0
22/07/2023 05:30,0,0.4,21.7,0
22/07/2023 06:00,31.608,18.6,21.3,0
22/07/2023 06:30,131.785,84.7,22.5,0
22/07/2023 07:00,326.409,166.4,24.2,0
22/07/2023 07:30,600.13,252.2,26.7,0
22/07/2023 08:00,864.542,350.7,30,0
22/07/2023 08:30,1099.155,451.5,30.3,0
22/07/2023 09:00,1290.142,548.3,30.9,0
22/07/2023 09:30,1845.149,636.4,31.5,0
22/07/2023 10:00,1890.298,714.1,32.5,0
22/07/2023 10:30,1928.952,783.9,32.5,0
22/07/2023 11:00,1944.089,832.6,33.8,0
22/07/2023 11:30,1973.857,868.3,34,0
22/07/2023 12:00,1977.447,898.1,35.2,0
22/07/2023 12:30,2002.833,913.6,35.6,0
22/07/2023 13:00,1998.783,914.2,35.8,0
22/07/2023 13:30,2012.849,890.9,35.2,0
22/07/2023 14:00,2030.266,874.1,34.2,0
22/07/2023 14:30,2034.524,842.9,34.4,0
22/07/2023 15:00,2000.098,793.9,33.8,0
22/07/2023 15:30,1961.731,729.2,34.2,0
22/07/2023 16:00,1914.23,651.6,34.5,0
22/07/2023 16:30,1834.92,566.4,34,0
22/07/2023 17:00,1696.826,471.6,33.6,0
22/07/2023 17:30,1410.857,378.5,33.3,0
22/07/2023 18:00,1032.657,284.6,33.2,0
22/07/2023 18:30,642.728,193.6,33.1,0
22/07/2023 19:00,274.077,106.9,32.7,0
22/07/2023 19:30,69.921,36.3,32.3,0
22/07/2023 20:00,2.408,0,30.6,0
22/07/2023 20:30,0,0,29.5,0
22/07/2023 21:00,0,0,28.9,0
22/07/2023 21:30,0,0,28.5,0
22/07/2023 22:00,0,0,28.2,0
22/07/2023 22:30,0,0,27.7,0
22/07/2023 23:00,0,4,28.9,0
22/07/2023 23:30,0,0,28.7,0
23/07/2023 00:00,0,0,28.1,0
23/07/2023 00:30,0,0,28.2,0
23/07/2023 01:00,0,0,28.4,0
23/07/2023 01:30,0,1.3,29.1,0
23/07/2023 02:00,0,0,28.9,0
23/07/2023 02:30,0,0,28.6,0
23/07/2023 03:00,0,0,28.1,0
23/07/2023 03:30,0,0,26.9,0
23/07/2023 04:00,0,0,25.8,0
23/07/2023 04:30,0,0.7,25.2,0
23/07/2023 05:00,0,0,24.4,0
23/07/2023 05:30,0,3.5,25,0
23/07/2023 06:00,26.258,17.7,24.2,0
23/07/2023 06:30,132.874,83.4,24.6,0
23/07/2023 07:00,401.439,165.1,26.6,0
23/07/2023 07:30,771.779,252.8,29.9,0
23/07/2023 08:00,1168.92,358.8,30.9,0
23/07/2023 08:30,1533.504,459,31.9,0
23/07/2023 09:00,1743.305,563,33.1,0
23/07/2023 09:30,1779.223,651.6,33.5,0
23/07/2023 10:00,1893.173,734.2,34.8,0
23/07/2023 10:30,1936.295,803.1,36,0
23/07/2023 11:00,1970.033,861.6,36.9,0
23/07/2023 11:30,1998.994,889.9,36.3,0
23/07/2023 12:00,2015.646,917.2,37.7,0
23/07/2023 12:30,2035.407,928.3,38,0
23/07/2023 13:00,2048.664,935.7,38.5,0
23/07/2023 13:30,2033.337,910.6,39.2,0
23/07/2023 14:00,2033.178,891.1,39.5,0
23/07/2023 14:30,2004.186,855.1,39,0
23/07/2023 15:00,1984.063,803.9,39.6,0
23/07/2023 15:30,1956.405,732.3,37.9,0
23/07/2023 16:00,1914.603,659.7,37.4,0
23/07/2023 16:30,1825.431,568.9,36,0
23/07/2023 17:00,1680.955,475.4,35.4,0
23/07/2023 17:30,1402.796,378.8,34.1,0
23/07/2023 18:00,1024.807,285.6,33.1,0
23/07/2023 18:30,645.992,194.3,33.3,0
23/07/2023 19:00,264.804,102.8,32.5,0
23/07/2023 19:30,63.122,33.3,32.3,0
